trivial Name;Gattungsname;Artname;Autor;Status RL NDS;Stadium;Anzahl;Datum;Kommentar;Flur Bezeichnung;Breitengrad;Längengrad
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;10;29.05.2019;;Magerbrachflaeche Schleuse;52299798;9959647
Ampferspanner;Timandra;comae;SCHMIDT, 1931;*;Imago;1;29.05.2019;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;29.05.2019;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;1;29.05.2019;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;29.05.2019;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;10;06.06.2019;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;12;10.06.2019;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;10;14.06.2019;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;14.06.2019;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;3;24.08.2019;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;1;20.05.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;1;20.05.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;1;20.05.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;3;20.05.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;20.05.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;4;20.05.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;10.06.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;13.06.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;10;27.06.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Braunkolbiger Braundickkopffalter;Thymelicus;sylvestris;PODA, 1761;*;Imago;1;27.06.2020;Foto unsichere Bestimmung;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;4;27.06.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;27.06.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;3;27.06.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;28.06.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;2;28.06.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;2;28.06.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;04.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;2;07.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;2;07.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;1;07.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;07.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
C-Falter;Polygonia;c-album;LINNAEUS, 1758;V;Imago;1;07.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;2;07.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Faulbaum Blaeuling;Celastrina;argiolus;LINNAEUS, 1758;*;Imago;2;07.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;2;13.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;13.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;10;13.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;5;13.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Faulbaum Blaeuling;Celastrina;argiolus;LINNAEUS, 1758;*;Imago;2;13.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;5;13.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;1;13.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;2;13.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;10;13.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Faulbaum Blaeuling;Celastrina;argiolus;LINNAEUS, 1758;*;Imago;2;13.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;21.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Resedafalter;Pontia;daplidice/edusa F.;Artkomplex;3;Imago;1;21.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;2;21.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;2;23.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;10;23.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;23.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Fuchs;Aglais;urticae;LINNAEUS, 1758;*;Imago;1;23.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Schwalbenschwanz;Papilio;machaon;LINNAEUS, 1758;2;Imago;1;23.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Schwalbenschwanz;Papilio;machaon;LINNAEUS, 1758;2;Imago;3;24.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;24.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;1;26.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;1;26.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;1;26.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;3;30.07.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;01.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;1;03.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;1;03.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;1;03.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;1;03.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;03.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;2;06.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;1;06.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;1;06.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Resedafalter;Pontia;daplidice/edusa F.;Artkomplex;3;Imago;2;06.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Feuerfalter;Lycaena;phlaeas;LINNAEUS, 1760;*;Imago;1;13.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;1;13.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;4;13.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;2;13.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;3;15.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;2;15.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;2;15.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;3;15.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Goldene Acht;Colias;hyale;LINNAEUS, 1758;V;Imago;3;15.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;1;24.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;15;24.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;10;24.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;5;24.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Resedafalter;Pontia;daplidice/edusa F.;Artkomplex;3;Imago;1;24.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;2;27.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;3;27.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Gamma Eule;Autographa;gamma;LINNAEUS, 1758;*;Imago;1;27.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Beifuss Moench;Cucullia;absinthii;LINNAEUS, 1760;2;Raupe;2;28.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Schwalbenschwanz;Papilio;machaon;LINNAEUS, 1758;2;Imago;1;29.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;2;30.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;30.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;30.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;3;30.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;30.08.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;1;07.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;2;07.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;5;07.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;2;07.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;3;09.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;09.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;10;09.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;6;09.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Gamma Eule;Autographa;gamma;LINNAEUS, 1758;*;Imago;2;09.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Feuerfalter;Lycaena;phlaeas;LINNAEUS, 1760;*;Imago;1;09.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;4;09.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;2;11.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;1;11.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;5;11.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;11.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Resedafalter;Pontia;daplidice/edusa F.;Artkomplex;3;Imago;1;11.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;11.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;10;11.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;2;12.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;10;12.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Feuerfalter;Lycaena;phlaeas;LINNAEUS, 1760;*;Imago;1;12.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;10;12.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Purpur Zwergeulchen;Eublemma;purpurina;DENIS & SCHIFFERMÜLLER, 1775;;Imago;1;12.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;12.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;3;12.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Resedafalter;Pontia;daplidice/edusa F.;Artkomplex;3;Imago;1;12.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Resedafalter;Pontia;daplidice/edusa F.;Artkomplex;3;Imago;1;13.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;4;13.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;2;13.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;4;13.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;1;15.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;6;15.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;5;15.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;3;15.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;4;17.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;5;17.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;17.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;1;17.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;2;18.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;18.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Goldene Acht;Colias;hyale;LINNAEUS, 1758;V;Imago;1;18.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;18.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;10;18.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;18.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;10;18.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;2;18.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Goldene Acht;Colias;hyale;LINNAEUS, 1758;V;Imago;1;18.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Schwalbenschwanz;Papilio;machaon;LINNAEUS, 1758;2;Imago;1;18.09.2020;Eiablage;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;2;25.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;4;25.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;1;30.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;2;30.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;4;30.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Goldene Acht;Colias;hyale;LINNAEUS, 1758;V;Imago;1;30.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;30.09.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;1;16.10.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Feuerfalter;Lycaena;phlaeas;LINNAEUS, 1760;*;Imago;1;16.10.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;1;16.10.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;16.10.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;2;19.10.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;2;19.10.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;08.11.2020;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;2;22.02.2021;Maennchen;Magerbrachflaeche Schleuse;52299798;9959647
C-Falter;Polygonia;c-album;LINNAEUS, 1758;V;Imago;1;22.02.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;2;25.02.2021;Maennchen;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;2;24.03.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;30.03.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;1;30.03.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;1;16.04.2021;Weibchen;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;2;16.04.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;3;18.04.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;2;18.04.2021;Weibchen;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;2;21.04.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;2;21.04.2021;Männchen;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;1;21.04.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;5;21.04.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;2;24.04.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;24.04.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;4;28.04.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;3;28.04.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;4;28.04.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;3;28.04.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Schwalbenschwanz;Papilio;machaon;LINNAEUS, 1758;2;Imago;1;28.04.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;1;06.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;1;06.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;3;06.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;3;06.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;3;08.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;3;08.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;3;08.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;1;08.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;3;09.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;3;21.05.2021;;Magerbrachflaeche Schleuse;52299798;9959647
